room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price,,,
Private room,2,1,flexible,1,f,92,1,1,4.248495242,,,
Entire home/apt,2,1,strict,1,t,95,0,1,4.204692619,,,
Entire home/apt,6,2.5,moderate,1,f,95,2,2,5.370638028,,,
Shared room,1,1,flexible,0,f,98,1,1,2.833213344,,,
Entire home/apt,4,1,strict,1,t,95,1,2,5.129898715,,,
Private room,2,1,strict,1,f,90,1,1,3.871201011,,,
Entire home/apt,2,1,moderate,1,f,97,1,1,5.241747015,,,
Private room,1,1,flexible,1,t,89,1,1,3.737669618,,,
Entire home/apt,4,1,flexible,1,f,100,1,2,4.553876892,,,
Private room,2,1,strict,0,f,99,1,1,3.912023005,,,
Entire home/apt,4,1,moderate,1,t,96,1,1,5.129898715,,,
Entire home/apt,5,2.5,flexible,0,f,96,2,2,5.857933154,,,
Entire home/apt,4,1,flexible,1,t,94,1,1,4.543294782,,,
Private room,2,1,strict,1,f,87,1,1,4.406719247,,,
Entire home/apt,1,1,flexible,1,t,100,1,1,5.105945474,,,
Private room,2,2,moderate,1,t,80,1,1,4.317488114,,,
Entire home/apt,7,2,strict,1,t,100,3,3,6.684611728,,,
Private room,2,2,strict,1,t,100,1,1,3.912023005,,,
Entire home/apt,3,1,strict,1,f,96,1,2,5.105945474,,,
Entire home/apt,3,1,flexible,0,f,90,1,1,4.700480366,,,
Entire home/apt,2,1,strict,1,t,94,1,1,4.770684624,,,
Entire home/apt,4,1,strict,1,f,80,2,2,5.472270674,,,
Entire home/apt,2,1,moderate,0,f,86,0,1,4.442651256,,,
Entire home/apt,5,1,strict,1,f,88,4,1,4.744932128,,,
Entire home/apt,5,1,strict,1,t,89,2,2,4.442651256,,,
Entire home/apt,6,1,moderate,0,f,96,3,3,6.212606096,,,
Private room,1,1.5,strict,1,t,91,1,1,3.663561646,,,
Private room,2,1.5,flexible,0,f,100,1,1,4.406719247,,,
Entire home/apt,2,1,moderate,1,f,95,1,2,4.356708827,,,
Entire home/apt,8,2,strict,1,t,81,2,3,6.109247583,,,
Private room,1,1,flexible,0,f,96,1,1,6.840546529,,,
Entire home/apt,4,1,strict,1,t,91,1,2,5.293304825,,,
Entire home/apt,2,1,flexible,0,t,80,1,1,4.49980967,,,
Private room,3,1.5,moderate,1,t,94,1,2,3.912023005,,,
Entire home/apt,4,1,strict,1,t,96,2,2,4.584967479,,,
Private room,1,1,strict,0,f,96,1,1,3.713572067,,,
Entire home/apt,8,1,moderate,1,t,97,2,5,4.919980926,,,
Entire home/apt,2,1,moderate,1,f,80,1,1,4.304065093,,,
Private room,2,2,flexible,0,f,96,1,1,4.605170186,,,
Entire home/apt,4,2,flexible,1,f,100,2,3,4.605170186,,,
Entire home/apt,3,1,strict,1,t,93,0,2,4.234106505,,,
Entire home/apt,6,1.5,flexible,1,f,90,3,4,4.919980926,,,
Entire home/apt,5,2,strict,1,t,86,3,4,6.396929655,,,
Private room,4,1,flexible,1,f,96,1,3,4.382026635,,,
Entire home/apt,2,1,flexible,1,f,100,0,1,4.094344562,,,
Entire home/apt,2,1,moderate,0,f,89,1,1,4.317488114,,,
Private room,1,1,strict,1,t,100,1,1,3.63758616,,,
Entire home/apt,4,1,strict,1,f,97,2,3,4.787491743,,,
Private room,1,1.5,flexible,0,t,96,1,1,4.17438727,,,
Private room,4,1,strict,1,t,96,1,1,4.828313737,,,
Entire home/apt,5,2,strict,1,f,89,2,2,5.164785974,,,
Private room,4,1,strict,0,t,72,1,2,3.63758616,,,
Private room,3,1,moderate,1,t,92,1,2,4.262679877,,,
Entire home/apt,4,2,flexible,0,f,90,3,3,5.476463552,,,
Entire home/apt,2,1,strict,0,t,81,0,1,4.859812404,,,
Entire home/apt,6,1,strict,1,t,98,2,3,4.905274778,,,
Entire home/apt,3,1,moderate,1,f,93,1,1,4.787491743,,,
Shared room,4,1,moderate,1,f,96,1,2,4.49980967,,,
Private room,2,2,strict,1,t,97,1,1,3.663561646,,,
Entire home/apt,4,1,flexible,1,f,100,1,3,5.521460918,,,
Entire home/apt,9,2,strict,1,f,92,2,5,5.135798437,,,
Private room,2,1,flexible,1,f,96,1,1,4.859812404,,,
Entire home/apt,4,2.5,flexible,1,f,100,1,2,5.298317367,,,
Private room,2,1,moderate,1,f,94,1,1,3.784189634,,,
Entire home/apt,1,1,strict,1,f,96,0,1,4.49980967,,,
Entire home/apt,4,1,strict,1,f,88,2,2,5.187385806,,,
Entire home/apt,4,1,strict,1,t,87,1,2,5.043425117,,,
Entire home/apt,2,1,moderate,1,t,99,1,1,5.075173815,,,
Entire home/apt,6,2,strict,1,t,83,2,3,4.86753445,,,
Entire home/apt,6,1,moderate,1,f,92,3,4,5.886104031,,,
Entire home/apt,2,1,moderate,0,t,98,1,1,4.17438727,,,
Entire home/apt,5,1,strict,1,f,96,1,3,5.521460918,,,
Private room,1,1,moderate,1,f,94,1,1,4.317488114,,,
Entire home/apt,6,1,strict,1,f,96,2,2,5.192956851,,,
Entire home/apt,8,3,strict,1,f,91,3,4,6.212606096,,,
Entire home/apt,4,2,strict,1,f,96,2,2,4.787491743,,,
Private room,2,1,moderate,1,f,91,1,2,4.17438727,,,
Entire home/apt,2,1,moderate,1,t,93,0,1,4.934473933,,,
Entire home/apt,4,2,moderate,0,f,96,2,2,6.551080335,,,
Private room,3,2,strict,0,t,85,1,1,3.912023005,,,
Entire home/apt,5,2,flexible,1,f,96,2,2,5.752572639,,,
Private room,2,1,strict,1,t,92,1,1,4.290459441,,,
Shared room,2,1,strict,0,f,90,1,1,3.218875825,,,
Entire home/apt,4,2,strict,1,f,96,2,2,5.036952602,,,
Entire home/apt,4,2.5,strict,1,f,96,2,2,5.164785974,,,
Entire home/apt,4,1,strict,1,t,84,1,2,4.983606622,,,
Private room,2,1,strict,1,t,96,2,2,4.430816799,,,
Private room,2,1,flexible,1,t,80,1,1,4.094344562,,,
Entire home/apt,2,1,strict,1,t,95,1,1,4.262679877,,,
Private room,4,1,strict,1,f,98,1,3,5.433722004,,,
Private room,4,1,moderate,1,f,98,1,3,4.59511985,,,
Entire home/apt,4,1,flexible,0,t,87,0,2,4.465908119,,,
Entire home/apt,3,1,strict,1,f,94,1,2,4.828313737,,,
Entire home/apt,4,1,moderate,1,f,92,1,2,5.164785974,,,
Entire home/apt,2,1,flexible,1,t,80,0,2,4.605170186,,,
Shared room,1,1.5,moderate,1,f,96,1,1,3.091042453,,,
Entire home/apt,5,1,strict,1,f,93,2,3,5.342334252,,,
Private room,2,1,moderate,1,f,88,1,1,3.496507561,,,
Private room,4,2,flexible,0,f,96,1,2,4.442651256,,,
Entire home/apt,4,1,strict,1,t,94,2,2,4.553876892,,,
Entire home/apt,4,1.5,strict,1,f,100,2,3,5.703782475,,,
Entire home/apt,3,1,strict,1,f,98,1,2,5.247024072,,,
Private room,3,1,strict,1,f,90,1,1,3.80666249,,,
Entire home/apt,10,1,strict,1,t,96,3,5,5.087596335,,,
Private room,2,1.5,moderate,1,t,92,1,1,4.17438727,,,
Entire home/apt,7,1,moderate,1,f,89,3,4,5.857933154,,,
Entire home/apt,2,1,strict,1,f,95,1,1,4.86753445,,,
Entire home/apt,2,1,strict,1,f,100,1,1,5.655991811,,,
Private room,2,1,moderate,0,f,94,1,1,3.988984047,,,
Entire home/apt,4,1,flexible,0,f,94,2,2,4.905274778,,,
Entire home/apt,6,1.5,flexible,1,f,96,1,1,5.521460918,,,
Entire home/apt,3,1,moderate,1,f,94,1,1,5.616771098,,,
Private room,1,1,moderate,1,f,90,1,1,3.784189634,,,
Private room,1,1,strict,1,f,95,1,1,3.737669618,,,
Entire home/apt,6,1,moderate,1,t,99,1,3,5.164785974,,,
Entire home/apt,2,1,strict,1,f,94,1,1,5.616771098,,,
Private room,2,2,flexible,0,f,20,1,1,3.912023005,,,
Private room,1,2,strict,1,f,96,1,1,4.382026635,,,
Entire home/apt,7,2,strict,1,f,96,3,4,5.480638923,,,
Entire home/apt,8,2,strict,1,t,91,3,3,5.926926026,,,
Entire home/apt,2,1,flexible,0,f,100,0,1,3.80666249,,,
Entire home/apt,2,1,flexible,1,f,93,1,2,4.382026635,,,
Private room,3,2.5,strict,0,f,64,1,2,3.737669618,,,
Private room,1,1,flexible,0,f,87,1,1,4.007333185,,,
Entire home/apt,4,1,strict,1,t,93,2,3,4.941642423,,,
Private room,1,1,strict,1,f,97,1,1,4.605170186,,,
Shared room,2,1,strict,0,t,96,1,1,3.17805383,,,
Shared room,2,3,strict,0,t,91,1,8,2.708050201,,,
Entire home/apt,4,1,strict,1,f,91,2,2,5.616771098,,,
Entire home/apt,2,1,strict,1,f,96,1,1,5.480638923,,,
Private room,2,1.5,moderate,1,f,100,1,1,5.192956851,,,
Entire home/apt,6,1,strict,1,f,92,2,3,5.411646052,,,
Entire home/apt,4,1,strict,1,f,100,0,1,4.007333185,,,
Entire home/apt,4,1,strict,0,f,95,1,2,4.691347882,,,
Entire home/apt,6,1,flexible,1,f,90,1,3,5.043425117,,,
Entire home/apt,5,1,moderate,1,f,94,2,3,5.438079309,,,
Entire home/apt,2,1,moderate,1,f,98,1,1,5.247024072,,,
Private room,1,1.5,moderate,0,t,96,1,1,4.219507705,,,
Entire home/apt,1,1,flexible,0,f,100,1,1,4.787491743,,,
Private room,2,2,strict,1,f,100,1,1,4.189654742,,,
Private room,2,1,moderate,1,f,95,1,1,4.465908119,,,
Entire home/apt,3,1,moderate,1,f,98,0,1,5.105945474,,,
Entire home/apt,8,2,strict,1,t,96,3,4,5.521460918,,,
Entire home/apt,6,2,strict,1,f,100,2,2,5.451038454,,,
Entire home/apt,2,1,strict,1,t,98,1,1,4.605170186,,,
Private room,8,1,strict,1,t,96,3,6,6.309918278,,,
Entire home/apt,4,1,moderate,1,f,98,2,3,5.883322388,,,
Entire home/apt,3,1,strict,1,f,73,0,2,4.624972813,,,
Private room,4,1,moderate,1,f,96,1,2,4.605170186,,,
Entire home/apt,3,1,flexible,1,f,96,0,1,5.075173815,,,
Private room,3,1,flexible,0,t,96,0,2,4.317488114,,,
Private room,4,2,strict,0,t,86,1,2,4.007333185,,,
Entire home/apt,6,2,flexible,0,t,96,2,2,7.090076836,,,
Private room,2,1,moderate,1,f,96,1,1,6.214608098,,,
Entire home/apt,3,1,moderate,0,f,93,0,2,4.394449155,,,
Private room,3,1,moderate,1,t,96,1,1,4.025351691,,,
Entire home/apt,4,1,moderate,1,f,96,2,3,5.521460918,,,
Entire home/apt,10,3.5,strict,1,f,100,5,8,6.324358962,,,
Entire home/apt,2,1,strict,1,f,96,1,1,4.369447852,,,
Private room,2,1,strict,1,f,99,1,1,4.86753445,,,
Private room,2,1,strict,1,f,87,1,1,4.290459441,,,
Private room,2,1,moderate,1,f,91,1,2,4.234106505,,,
Entire home/apt,10,2,strict,1,f,80,3,3,5.521460918,,,
Entire home/apt,4,2,moderate,1,f,97,2,2,5.988961417,,,
Entire home/apt,6,1,flexible,1,f,96,2,2,5.517452896,,,
Entire home/apt,6,2,moderate,1,t,96,2,2,5.991464547,,,
Private room,2,1,moderate,1,f,99,1,1,4.077537444,,,
Private room,2,1,moderate,1,f,91,1,1,4.369447852,,,
Entire home/apt,2,1,moderate,1,t,96,1,1,4.744932128,,,
Shared room,1,1,flexible,1,t,96,1,1,3.912023005,,,
Entire home/apt,4,2,strict,1,f,96,2,2,4.779123493,,,
Entire home/apt,4,1,flexible,0,t,96,2,2,5.123963979,,,
Entire home/apt,4,1.5,moderate,1,f,96,2,2,5.521460918,,,
Entire home/apt,10,3,moderate,1,f,93,8,10,6.551080335,,,
Private room,2,1.5,flexible,1,t,100,1,2,4.59511985,,,
Entire home/apt,6,2.5,strict,1,f,97,3,3,5.010635294,,,
Entire home/apt,3,1,strict,1,t,96,1,1,5.220355825,,,
Entire home/apt,4,1,moderate,1,f,99,1,2,4.700480366,,,
Entire home/apt,2,2,flexible,0,f,100,1,1,5.438079309,,,
Private room,2,1,moderate,0,f,97,1,1,4.17438727,,,
Shared room,1,1,strict,0,f,80,1,1,4.007333185,,,
Private room,6,1,strict,1,f,100,2,3,4.86753445,,,
Entire home/apt,7,2,strict,1,f,99,3,3,5.799092654,,,
Entire home/apt,7,2,strict,1,f,90,2,4,5.298317367,,,
Entire home/apt,3,1,strict,1,f,80,1,2,4.927253685,,,
Entire home/apt,4,1,flexible,1,f,100,2,3,5.416100402,,,
Private room,2,1,flexible,1,t,98,1,1,4.077537444,,,
Private room,2,1,flexible,0,t,86,1,1,4.382026635,,,
Private room,2,1,strict,0,f,96,1,2,4.442651256,,,
Entire home/apt,6,1,strict,1,t,79,1,3,4.369447852,,,
Private room,2,1,flexible,1,f,80,1,1,4.477336814,,,
Entire home/apt,4,2,strict,1,t,87,2,2,5.293304825,,,
Entire home/apt,4,1,strict,0,t,96,1,2,6.214608098,,,
Private room,3,1.5,flexible,0,t,96,2,3,3.912023005,,,
Entire home/apt,2,1,strict,1,t,95,1,1,5.192956851,,,
Entire home/apt,10,3,flexible,1,f,89,3,3,5.488937726,,,
Entire home/apt,6,3,strict,1,f,100,4,4,5.991464547,,,
Entire home/apt,3,1,moderate,1,f,95,1,1,5.010635294,,,
Entire home/apt,3,1,strict,1,f,92,0,2,4.418840608,,,
Entire home/apt,4,2,moderate,1,f,84,2,2,5.855071922,,,
Entire home/apt,4,1,flexible,1,f,96,1,2,6.396929655,,,
Entire home/apt,6,2,strict,1,f,97,3,3,5.010635294,,,
Entire home/apt,5,2,moderate,1,f,96,3,4,5.493061443,,,
Entire home/apt,3,1,strict,1,t,97,0,2,4.744932128,,,
Entire home/apt,2,1.5,moderate,1,f,100,1,1,5.393627546,,,
Private room,2,2,strict,1,f,88,1,1,4.234106505,,,
Private room,2,1,flexible,1,t,98,1,1,4.744932128,,,
Entire home/apt,2,1,moderate,1,f,84,1,2,5.075173815,,,
Private room,3,1,strict,1,t,97,1,2,3.80666249,,,
Private room,4,1.5,strict,0,f,99,2,2,4.65396035,,,
Entire home/apt,4,1,moderate,0,f,91,2,2,5.459585514,,,
Entire home/apt,6,1,strict,1,t,98,2,2,5.700443573,,,
Entire home/apt,2,1,strict,1,f,99,0,2,4.65396035,,,
Entire home/apt,2,1,flexible,1,f,47,1,1,4.86753445,,,
Entire home/apt,6,1,strict,1,f,100,3,3,5.010635294,,,
Private room,2,1,flexible,1,f,96,2,2,4.127134385,,,
Private room,3,1,flexible,1,t,94,1,1,4.248495242,,,
Entire home/apt,4,1,strict,1,t,94,0,2,4.532599493,,,
Entire home/apt,3,1,moderate,1,t,98,2,2,4.49980967,,,
Entire home/apt,4,1,flexible,0,f,96,1,2,4.248495242,,,
Entire home/apt,6,1,strict,1,f,97,3,3,5.433722004,,,
Private room,3,1,moderate,1,t,97,1,1,4.787491743,,,
Entire home/apt,3,1,strict,1,f,95,1,1,4.48863637,,,
Shared room,1,1,strict,1,f,99,1,1,4.248495242,,,
Entire home/apt,10,1,moderate,1,t,96,4,5,5.857933154,,,
Entire home/apt,4,1,strict,1,f,98,1,1,5.010635294,,,
Private room,1,1,flexible,1,f,96,1,1,3.737669618,,,
Private room,1,1,flexible,0,f,96,1,1,4.919980926,,,
Entire home/apt,6,1.5,moderate,1,f,97,2,4,5.686975356,,,
Private room,1,1,moderate,0,f,96,1,1,4.905274778,,,
Entire home/apt,6,2,moderate,0,t,96,3,3,6.907755279,,,
Private room,2,1,flexible,0,f,96,0,1,2.302585093,,,
Entire home/apt,4,2.5,moderate,1,f,98,3,2,5.857933154,,,
Entire home/apt,2,1,strict,1,f,100,1,1,4.465908119,,,
Entire home/apt,1,1,flexible,1,t,60,1,1,4.48863637,,,
Entire home/apt,6,2.5,strict,1,f,96,3,3,5.765191103,,,
Entire home/apt,4,1,flexible,1,t,100,1,1,5.043425117,,,
Entire home/apt,16,1,strict,1,f,100,3,3,6.214608098,,,
Private room,2,2.5,flexible,1,f,100,1,1,3.80666249,,,
Entire home/apt,3,1,strict,1,f,100,2,3,5.293304825,,,
Entire home/apt,3,1,strict,1,f,90,1,1,4.644390899,,,
Entire home/apt,2,1,flexible,1,t,96,1,1,5.068904202,,,
Entire home/apt,4,1,flexible,1,f,90,2,2,5.272999559,,,
Private room,1,1,strict,1,f,94,1,1,4.17438727,,,
Entire home/apt,4,1,moderate,1,t,100,2,2,4.553876892,,,
Private room,2,1,strict,1,t,93,1,1,4.477336814,,,
Entire home/apt,2,1,flexible,1,f,98,0,1,4.65396035,,,
Entire home/apt,5,2,strict,1,f,96,2,3,5.82008293,,,
Entire home/apt,5,2,flexible,1,f,96,2,3,5.293304825,,,
Private room,2,1,strict,1,f,96,0,1,5.247024072,,,
Entire home/apt,8,1,strict,1,f,80,4,6,5.517452896,,,
Entire home/apt,2,1,strict,1,t,91,1,1,4.17438727,,,
Entire home/apt,4,1,strict,1,f,92,1,2,5.141663557,,,
Private room,2,1,moderate,0,f,96,1,1,5.075173815,,,
Private room,2,1,flexible,0,f,98,1,1,3.433987204,,,
Private room,2,1,flexible,0,t,90,1,1,5.075173815,,,
Private room,2,1,flexible,1,f,94,1,1,4.007333185,,,
Entire home/apt,2,1,flexible,0,f,95,1,1,5.010635294,,,
Private room,3,1,flexible,1,f,86,1,2,4.317488114,,,
Entire home/apt,3,1,strict,1,f,95,0,2,4.17438727,,,
Entire home/apt,2,1,strict,0,t,96,1,1,5.631211782,,,
Entire home/apt,2,1,moderate,1,f,87,1,2,4.905274778,,,
Entire home/apt,5,1,strict,1,f,96,3,3,5.616771098,,,
Private room,1,1,flexible,0,f,83,1,1,4.094344562,,,
Private room,3,1,strict,1,f,95,1,2,4.077537444,,,
Entire home/apt,2,1,moderate,0,t,100,2,1,5.010635294,,,
Entire home/apt,3,1,moderate,1,f,96,1,2,5.393627546,,,
Entire home/apt,2,1,strict,1,t,87,1,1,5.298317367,,,
Entire home/apt,2,1,strict,1,f,91,1,1,4.584967479,,,
Entire home/apt,2,1,moderate,1,f,100,0,1,5.438079309,,,
Entire home/apt,6,1.5,flexible,0,f,96,3,3,6.354370041,,,
Entire home/apt,16,0,flexible,0,f,96,0,1,5.521460918,,,
Entire home/apt,9,2,moderate,1,f,93,4,4,5.313205979,,,
Entire home/apt,5,1,strict,1,t,98,1,3,6.263398263,,,
Entire home/apt,3,1,strict,1,t,96,0,1,3.688879454,,,
Entire home/apt,2,1,strict,1,f,60,1,1,5.075173815,,,
Entire home/apt,5,1,strict,1,t,93,0,3,4.744932128,,,
Private room,2,1,strict,1,t,20,1,1,4.234106505,,,
Entire home/apt,5,2,strict,1,f,100,4,3,5.003946306,,,
Shared room,3,1,flexible,0,t,100,1,2,4.605170186,,,
Private room,2,1,flexible,1,t,94,1,1,4.094344562,,,
Entire home/apt,2,1.5,moderate,1,f,100,1,1,4.86753445,,,
Entire home/apt,4,2,moderate,1,f,96,2,2,6.907755279,,,
Entire home/apt,3,1,strict,1,f,97,1,1,4.976733742,,,
Entire home/apt,5,1,flexible,0,t,95,2,2,5.686975356,,,
Entire home/apt,4,2,flexible,0,f,96,2,2,5.480638923,,,
Entire home/apt,7,2,moderate,1,f,75,3,5,5.560681631,,,
Entire home/apt,2,1,moderate,1,t,90,0,1,4.248495242,,,
Entire home/apt,2,1,moderate,0,t,90,1,1,4.976733742,,,
Entire home/apt,9,2,strict,1,f,85,5,9,6.683360946,,,
Entire home/apt,6,1.5,strict,1,f,96,3,4,5.857933154,,,
Private room,2,1,flexible,1,f,98,1,1,5.043425117,,,
Entire home/apt,4,1,flexible,1,f,96,2,2,4.709530201,,,
Private room,3,1,moderate,1,f,93,1,2,4.605170186,,,
Entire home/apt,3,1,strict,1,f,100,0,1,5.703782475,,,
Entire home/apt,6,1,strict,1,f,96,3,3,4.859812404,,,
Entire home/apt,3,1,strict,1,f,96,2,1,5.164785974,,,
Entire home/apt,4,1,strict,1,f,95,1,1,5.003946306,,,
Private room,4,1,flexible,1,f,100,1,2,4.465908119,,,
Private room,2,1.5,strict,0,t,100,1,1,4.59511985,,,
Entire home/apt,4,1,moderate,0,f,67,1,1,4.615120517,,,
Entire home/apt,4,1,strict,1,t,85,1,2,4.762173935,,,
Entire home/apt,4,1,moderate,1,t,60,2,2,4.941642423,,,
Private room,1,1.5,flexible,1,f,96,1,1,5.164785974,,,
Private room,2,1,moderate,0,t,99,1,1,3.80666249,,,
Entire home/apt,2,1,moderate,1,f,100,0,1,4.248495242,,,
Entire home/apt,8,2,strict,1,t,95,3,3,5.010635294,,,
Entire home/apt,3,1,strict,1,f,96,1,2,5.517452896,,,
Private room,2,1,strict,1,f,75,1,1,4.394449155,,,
Private room,2,1,flexible,1,f,99,1,2,3.663561646,,,
Entire home/apt,2,1,moderate,0,f,91,1,1,5.159055299,,,
Private room,2,1,flexible,1,f,86,1,1,4.094344562,,,
Entire home/apt,3,1,moderate,1,t,96,2,2,5.298317367,,,
Entire home/apt,4,1,strict,1,t,88,1,2,4.905274778,,,
Entire home/apt,5,1,moderate,1,f,95,2,3,4.17438727,,,
Entire home/apt,6,1,moderate,1,f,98,2,4,4.59511985,,,
Entire home/apt,4,2,moderate,1,f,99,1,2,5.937536205,,,
Private room,2,1,strict,1,f,90,1,1,4.709530201,,,
Shared room,5,2.5,strict,1,f,80,1,5,3.17805383,,,
Entire home/apt,2,1,strict,1,f,91,1,1,4.700480366,,,
Entire home/apt,3,1,strict,1,t,67,1,2,4.828313737,,,
Entire home/apt,3,1,moderate,1,f,97,1,1,4.990432587,,,
Entire home/apt,5,1,strict,1,t,84,1,3,5.476463552,,,
Private room,2,2,flexible,1,f,60,1,1,4.094344562,,,
Entire home/apt,6,2,flexible,1,t,96,3,2,6.163314804,,,
Entire home/apt,4,1,strict,1,f,100,2,1,4.691347882,,,
Private room,1,1,strict,0,t,98,1,1,3.80666249,,,
Private room,2,2,strict,1,f,80,1,1,5.043425117,,,
Entire home/apt,4,1,strict,1,t,96,2,3,4.744932128,,,
Entire home/apt,2,1,moderate,0,t,98,1,1,4.875197323,,,
Entire home/apt,5,1,moderate,1,f,96,2,2,5.857933154,,,
Entire home/apt,3,1,strict,1,f,98,1,1,5.010635294,,,
Entire home/apt,3,1,strict,1,f,98,0,2,5.075173815,,,
Private room,2,1,flexible,0,f,96,1,1,3.33220451,,,
Entire home/apt,6,1,moderate,1,f,100,3,3,5.991464547,,,
Private room,2,1,strict,1,t,97,1,1,3.988984047,,,
Entire home/apt,2,1,strict,0,t,100,1,1,4.905274778,,,
Private room,2,1,strict,1,f,98,2,1,4.744932128,,,
Entire home/apt,2,1,strict,1,f,83,1,1,4.59511985,,,
Entire home/apt,6,3,strict,1,f,96,3,3,6.013715156,,,
Entire home/apt,6,1,strict,1,f,87,2,3,5.493061443,,,
Private room,1,0,strict,1,f,89,1,1,3.401197382,,,
Entire home/apt,4,1,flexible,1,f,91,1,1,5.429345629,,,
Private room,2,1,moderate,1,f,97,1,1,5.187385806,,,
Entire home/apt,5,2.5,moderate,1,f,99,2,3,5.293304825,,,
Entire home/apt,2,1,flexible,1,f,100,1,1,4.262679877,,,
Entire home/apt,6,2,moderate,1,f,90,2,2,5.814130532,,,
Entire home/apt,2,1,moderate,0,f,93,1,1,4.382026635,,,
Entire home/apt,3,1,flexible,0,f,96,1,1,6.214608098,,,
Shared room,1,1,strict,0,f,96,1,4,3.688879454,,,
Entire home/apt,4,1,moderate,1,f,96,1,2,5.416100402,,,
Entire home/apt,8,2,strict,0,t,95,3,2,5.966146739,,,
Entire home/apt,6,1,strict,1,t,92,1,3,4.828313737,,,
Entire home/apt,2,1,flexible,0,f,97,0,1,4.905274778,,,
Entire home/apt,5,2,strict,1,t,93,2,3,4.787491743,,,
Private room,2,1,flexible,1,t,93,1,1,4.442651256,,,
Private room,1,1,strict,1,t,80,1,1,4.442651256,,,
Private room,2,1,flexible,0,f,89,1,1,4.553876892,,,
Private room,2,1,strict,0,t,97,1,1,3.80666249,,,
Entire home/apt,3,1,flexible,1,t,100,1,1,4.86753445,,,
Entire home/apt,5,2,strict,1,t,100,2,3,5.556828062,,,
Entire home/apt,8,2.5,strict,1,f,100,3,6,4.49980967,,,
Entire home/apt,4,1,strict,1,t,80,2,2,5.010635294,,,
Entire home/apt,5,2,strict,1,f,96,2,2,4.787491743,,,
Entire home/apt,3,1,strict,1,f,96,1,2,5.129898715,,,
Entire home/apt,8,3,moderate,1,f,92,4,4,5.857933154,,,
Entire home/apt,2,1,flexible,1,t,93,1,1,4.094344562,,,
Entire home/apt,4,1,moderate,1,f,73,1,1,4.934473933,,,
Private room,2,1,moderate,0,f,100,1,1,3.828641396,,,
Private room,1,2,strict,0,f,96,1,1,4.060443011,,,
Private room,2,1,strict,1,t,92,1,1,3.663561646,,,
Private room,3,1,flexible,1,t,94,1,3,4.553876892,,,
Private room,2,1,strict,0,f,85,1,2,3.36729583,,,
Private room,2,1.5,flexible,1,f,100,1,1,4.49980967,,,
Private room,1,1,flexible,0,f,100,1,1,3.737669618,,,
Private room,4,1,strict,1,f,96,1,2,5.298317367,,,
Entire home/apt,2,1,moderate,1,t,91,0,1,4.976733742,,,
Private room,2,1,moderate,1,t,87,1,1,4.043051268,,,
Entire home/apt,6,2,strict,1,f,90,3,3,6.173786104,,,
Private room,2,1,strict,1,t,83,1,1,3.218875825,,,
Entire home/apt,6,2,flexible,0,t,100,3,4,5.010635294,,,
Entire home/apt,8,2.5,moderate,0,f,96,3,3,5.991464547,,,
Entire home/apt,4,1,strict,0,f,96,2,4,5.298317367,,,
Shared room,1,1,flexible,1,t,96,1,1,3.663561646,,,
Private room,4,1.5,flexible,1,f,96,2,3,4.941642423,,,
Private room,2,2,moderate,1,t,95,3,2,4.605170186,,,
Entire home/apt,4,1,strict,1,t,96,1,3,5.521460918,,,
Entire home/apt,2,1,strict,0,f,100,0,1,4.787491743,,,
Entire home/apt,4,1,strict,0,f,100,1,2,5.192956851,,,
Private room,1,1.5,flexible,0,f,96,1,2,3.80666249,,,
Private room,3,1,strict,1,f,80,1,2,3.891820298,,,
Entire home/apt,5,1,flexible,1,t,100,2,3,5.298317367,,,
Private room,1,1,moderate,1,t,80,1,1,3.713572067,,,
Private room,2,1,flexible,0,t,96,1,2,3.737669618,,,
Entire home/apt,2,1,strict,1,t,95,0,1,5.159055299,,,
Entire home/apt,4,1,flexible,0,f,96,1,3,5.521460918,,,
Entire home/apt,4,1,strict,1,t,100,2,3,5.703782475,,,
Shared room,2,1,moderate,1,f,98,1,1,4.382026635,,,
Shared room,1,1,flexible,0,f,93,1,1,3.80666249,,,
Entire home/apt,3,1,strict,1,t,95,1,1,4.976733742,,,
Entire home/apt,5,1,moderate,1,t,95,2,2,4.700480366,,,
Private room,1,1,flexible,0,f,92,1,1,4.634728988,,,
Entire home/apt,1,1,strict,1,f,98,1,1,5.003946306,,,
Entire home/apt,2,1,flexible,0,f,94,1,1,4.248495242,,,
Entire home/apt,2,1,flexible,1,f,100,1,2,5.308267697,,,
Private room,2,1,moderate,1,f,99,1,1,4.454347296,,,
Entire home/apt,4,2.5,strict,1,f,96,2,2,5.857933154,,,
Private room,3,1.5,strict,1,t,99,1,2,4.59511985,,,
Entire home/apt,1,1,moderate,1,f,98,1,1,4.304065093,,,
Entire home/apt,7,3.5,flexible,1,t,96,3,3,5.513428746,,,
Entire home/apt,3,1,moderate,1,f,100,1,1,4.736198448,,,
Entire home/apt,2,1,flexible,0,f,100,0,1,4.59511985,,,
Private room,2,1,moderate,1,f,98,1,2,4.49980967,,,
Private room,2,2,strict,1,f,93,1,1,4.700480366,,,
Entire home/apt,4,1.5,flexible,1,f,96,1,1,5.703782475,,,
Private room,2,1,moderate,0,f,98,1,1,4.477336814,,,
Entire home/apt,4,1,strict,1,t,100,2,2,4.615120517,,,
